State,Name,Address,Grade
OR,Kaiser Sunnyside Medical Center,"10180 SE Sunnyside Rd. Clackamas, OR 97015-9303",A
OR,Legacy Emanuel Hospital &amp; Health Ctr,"2801 NORTH GANTENBEIN AVE Portland, OR 97227-1674",C
OR,Providence Milwaukie Hospital,"10150 SE 32ND AVENUE Milwaukie, OR 97222-6516",A
OR,Legacy Good Samaritan Hosp &amp; Med Ctr,"1015 NW 22ND AVE Portland, OR 97210-3099",B
OR,Providence Willamette Falls Medical Center,"1500 DIVISION STREET Oregon City, OR 97045-1597",A
OR,Oregon Health &amp; Science University Hospitals and Clinics,"3181 SW SAM JACKSON PARK ROAD Portland, OR 97201-3098",C
OR,Providence St. Vincent Medical Center,"9205 SW BARNES ROAD Portland, OR 97225-6661",A
OR,Legacy Meridian Park Hospital,"19300 SW 65TH AVENUE Tualatin, OR 97062-9741",A
OR,Kaiser Westside Medical Center,"2875 NW Stucki Ave Hillsboro, OR 97124",A
OR,Tuality Healthcare,"335 SE 8TH AVENUE Hillsboro, OR 97123-4246",A
OR,Providence Newberg Medical Center,"1001 PROVIDENCE DR. Newberg, OR 97132-7485",A
OR,Silverton Hospital,"342 FAIRVIEW STREET Silverton, OR 97381-1993",A
OR,Santiam Memorial Hospital,"1401 NORTH 10TH AVENUE Stayton, OR 97383-1399",C
OR,Willamette Valley Medical Ctr,"2700 SE STRATUS AVE Mcminnville, OR 97128-6498",A
OR,Salem Hospital,"2561 CENTER ST NE AND 665 WINTER ST SE Salem, OR 97301-3959",B
OR,Samaritan Albany General Hospital,"1046 Sixth Ave. SW Albany, OR 97321-1999",D
OR,Sky Lakes Medical Center,"2865 Daggett Avenue Klamath Falls, OR 97601-1180",C
OR,Good Samaritan Regional Medical Ctr,"3600 NW SAMARITAN DRIVE Corvallis, OR 97330-3737",D
OR,McKenzie - Willamette Medical Center,"1460 G STREET Springfield, OR 97477-4197",A
OR,Sacred Heart Medical Center at Riverbend,"3333 RIVERBEND DRIVE Springfield, OR 97477-8800",C
OR,Asante Ashland Community Hospital,"280 MAPLE STREET Ashland, OR 97520-1593",A
OR,CHI Mercy Health Mercy Medical Center,"2700 Stewart Pkwy Roseburg, OR 97471-1297",C
OR,Asante Rogue Regional Medical Center,"2825 E BARNETT RD Medford, OR 97504-8332",B
OR,Providence Medford Medical Center,"1111 CRATER LAKE AVENUE Medford, OR 97504-6241",A
OR,Asante Three Rivers Medical Center,"500 SW Ramsey Ave Grants Pass, OR 97527",A
OR,Bay Area Hospital,"1775 Thompson Rd Coos Bay, OR 97420-2198",C
PA,Lower Bucks Hospital,"501 Bath Road Bristol, PA 19007-3190",C
PA,Aria Health - Bucks County Division,"380 North Oxford Valley Road Langhorne, PA 19047",C
PA,St. Mary Medical Center,"1201 Langhorne-Newtown Road Langhorne, PA 19047-1234",D
PA,Aria Health - Torresdale Division,"10800 Knights Road Philadelphia, PA 19114-4200",B
PA,Mercy Health System - Nazareth Hospital,"2601 Holme Avenue Philadelphia, PA 19152-2096",C
PA,Aria Health - Frankford Division,"4900 Frankford Avenue Philadelphia, PA 19124",C
PA,Jeanes Hospital,"7600 Central Avenue Philadelphia, PA 19111-2499",A
PA,Holy Redeemer Hospital and Medical Center,"1648 Huntingdon Pike Meadowbrook, PA 19046-8001",C
PA,Einstein Medical Center - Elkins Park,"60 Township Line Road Elkins Park, PA 19027",C
PA,Pennsylvania Hospital,"800 Spruce Street Philadelphia, PA 19107-6192",C
PA,Abington Memorial Hospital,"1200 Old York Road Abington, PA 19001-3720",B
PA,Thomas Jefferson University Hospital,"111 South 11th Street Philadelphia, PA 19107-5096",A
PA,Einstein Medical Center,"5501 Old York Road Philadelphia, PA 19141-3098",C
PA,Temple University Hospital,"3401 North Broad Street Philadelphia, PA 19140-5192",C
PA,Thomas Jefferson University Hospital - Methodist Hospital Campus,"2301 South Broad Street Philadelphia, PA 19148",A
PA,HAHNEMANN UNIVERSITY HOSPITAL,"230 N. Broad St PHILADELPHIA, PA 19102-1192",A
PA,Hospital of the University of Pennsylvania,"3400 Spruce Street Philadelphia, PA 19104-4206",A
PA,Penn Presbyterian Medical Center,"51 N 39th St. Philadelphia, PA 19104-2699",B
PA,Doylestown Hospital,"595 West State Street Doylestown, PA 18901-2597",A
PA,Roxborough Memorial Hospital,"5800 Ridge Avenue Philadelphia, PA 19128-1737",A
PA,Mercy Philadelphia Hospital,"501 South 54th Street Philadelphia, PA 19143",B
PA,Mercy Fitzgerald Hospital,"1500 Lansdowne Avenue Darby, PA 19023",B
PA,Lankenau Medical Center,"100 Lancaster Avenue West Wynnewood, PA 19096-3411",B
PA,Delaware County Memorial Hospital,"501 North Lansdowne Avenue Drexel Hill, PA 19026-1114",C
PA,Taylor Hospital,"175 East Chester Pike Ridley Park, PA 19078",C
PA,Bryn Mawr Hospital,"130 South Bryn Mawr Avenue Bryn Mawr, PA 19010-3160",A
PA,Abington Health Lansdale Hospital,"100 Medical Campus Drive Lansdale, PA 19446-1200",A
PA,Springfield Hospital,"190 West Sproul Road Springfield, PA 19064",C
PA,Crozer Chester Medical Center,"One Medical Center Boulevard Upland, PA 19013-3995",C
PA,Suburban Community Hospital,"2701 DeKalb Pike East Norriton, PA 19401-1820",B
PA,Einstein Medical Center Montgomery,"559 West Germantown Pike East Norriton, PA 19403",C
PA,Easton Hospital,"250 S. 21st Street Easton, PA 18042-3892",C
PA,Pocono Medical Center,"206 E. Brown Street East Stroudsburg, PA 18301-3006",A
PA,Grand View Health,"700 Lawn Avenue Sellersville, PA 18960-1576",A
PA,Riddle Hospital,"1068 West Baltimore Pike Media, PA 19063-5177",C
PA,St. Luke's Hospital - Anderson Campus,"1872 St Luke's Boulevard Easton, PA 18045",A
PA,St. Luke's Quakertown Hospital,"1021 Park Avenue Quakertown, PA 18951-1573",B
PA,Paoli Hospital,"255 West Lancaster Avenue Paoli, PA 19301-1763",A
PA,St. Luke's University Hospital - Bethlehem Campus,"801 Ostrum Street Bethlehem, PA 18015-1065",B
PA,Phoenixville Hospital,"140 Nutt Road Phoenixville, PA 19460-3900",C
PA,Lehigh Valley Hospital - Muhlenberg,"2545 Schoenersville Road Bethlehem, PA 18017-7300",B
PA,Chester County Hospital,"701 East Marshall Street West Chester, PA 19380-4412",A
PA,Sacred Heart Hospital,"421 Chew Street Allentown, PA 18102-3490",A
PA,Wayne Memorial Hospital,"601 Park Street Honesdale, PA 18431-1498",A
PA,St. Luke's Hospital - Allentown Campus,"1736 Hamilton Street Allentown, PA 18104",C
PA,Lehigh Valley Hospital - Cedar Crest,"1200 S. Cedar Crest Boulevard Allentown, PA 18103",C
PA,Pottstown Memorial Medical Center,"1600 East High Street Pottstown, PA 19464-5008",C
PA,Brandywine Hospital,"201 Reeceville Road Coatesville, PA 19320-1536",C
PA,Palmerton Hospital,"135 Lafayette Avenue Palmerton, PA 18071-1596",C
PA,Jennersville Regional Hospital,"1015 West Baltimore Pike West Grove, PA 19390-9459",C
PA,Gnaden Huetten Memorial Hospital,"211 North 12th Street Lehighton, PA 18235-1138",C
PA,Geisinger Community Medical Center,"1800 Mulberry St Scranton, PA 18510-2523",C
PA,Moses Taylor Hospital,"700 Quincy Ave Scranton, PA 18510-1724",D
PA,Regional Hospital of Scranton,"746 Jefferson Avenue Scranton, PA 18510-1624",C
PA,Reading Hospital,"Sixth Avenue and Spruce Street West Reading, PA 19611-1428",B
PA,Penn State Health St. Joseph,"2500 Bernville Road Reading, PA 19605",D
PA,Geisinger Wyoming Valley Medical Center,"1000 E. Mountain Blvd Wilkes-Barre, PA 18711-0027",B
PA,St. Luke's Hospital - Miners Campus,"360 West Ruddle Street Coaldale, PA 18218-1027",C
PA,Wilkes-Barre General Hospital,"575 North River Street Wilkes-Barre, PA 18764-0001",C
PA,Lehigh Valley Hospital - Hazleton,"700 East Broad Street Hazleton, PA 18201",C
PA,WellSpan Ephrata Community Hospital,"169 Martin Avenue Ephrata, PA 17522-1002",C
PA,Lancaster General Hospital,"555 N Duke St Lancaster, PA 17604-3555",B
PA,Lancaster Regional Medical Center,"250 College Avenue Lancaster, PA 17603",C
PA,Schuylkill Medical Center - East Norwegian St,"700 East Norwegian St Pottsville, PA 17901",C
PA,Schuylkill Medical Center - South Jackson St,"420 South Jackson St Pottsville, PA 17901",C
PA,Heart of Lancaster Regional Medical Center,"1500 Highlands Drive Lititz, PA 17543",C
PA,Wellspan Good Samaritan Hospital,"4th &amp; Walnut Streets Lebanon, PA 17042-1281",C
PA,Geisinger Bloomsburg Hospital,"549 Fair Street Bloomsburg, PA 17815-1419",C
PA,Memorial Hospital,"325 South Belmont Street York, PA 17403-2609",C
PA,Wellspan York Hospital,"1001 South George St York, PA 17405-3645",C
PA,Penn State Milton S. Hershey Medical Center,"500 University Drive Hershey, PA 17033-0850",A
PA,Geisinger Shamokin Area Community Hospital,"4200 Hospital Road Coal Township, PA 17866-9697",A
PA,Geisinger Medical Center,"100 N. Academy Avenue Danville, PA 17822-2201",A
PA,PinnacleHealth Community General Osteopathic Hospital,"4300 Londonderry Rd Harrisburg, PA 17109",A
PA,PinnacleHealth Harrisburg Hospital,"111 S. Front Street Harrisburg, PA 17101-2010",B
PA,Hanover Hospital,"300 Highland Avenue Hanover, PA 17331-2297",C
PA,Holy Spirit Hospital - A Geisinger Affiliate,"503 North 21st Street Camp Hill, PA 17011-2204",B
PA,PinnacleHealth West Shore Hospital,"1995 Technology Parkway Mechanisburg, PA 17050",A
PA,Evangelical Community Hospital,"One Hospital Drive Lewisburg, PA 17837-9350",A
PA,Guthrie Robert Packer Hospital,"1 Guthrie Square Sayre, PA 18840-1698",B
PA,WellSpan Gettysburg Hospital,"147 Gettys St Gettysburg, PA 17325",A
PA,Carlisle Regional Medical Center,"361 Alexander Spring Road Carlisle, PA 17015-3661",A
PA,Williamsport Regional Medical Center,"700 High Street Williamsport, PA 17701-3109",A
PA,Waynesboro Hospital,"501 East Main Street Waynesboro, PA 17268",A
PA,Chambersburg Hospital,"112 North 7th St Chambersburg, PA 17201-1720",B
PA,Soldiers and Sailors Memorial Hospital,"32 Central Ave Wellsboro, PA 16901",B
PA,Geisinger Lewistown Hospital,"400 Highland Ave Lewistown, PA 17044-1198",B
PA,Mount Nittany Medical Center,"1800 Park Avenue State College, PA 16803-6797",B
PA,J. C. Blair Memorial Hospital,"1225 Warm Springs Avenue Huntingdon, PA 16652-2398",A
PA,UPMC Bedford Memorial,"10455 Lincoln Highway Everett, PA 15537-7046",B
PA,Nason Hospital,"105 Nason Drive Roaring Spring, PA 16673-1202",B
PA,UPMC Altoona,"620 Howard Avenue Altoona, PA 16601-4804",C
PA,Windber Medical Center,"600 Somerset Avenue Windber, PA 15963-1331",B
PA,Penn Highlands DuBois,"100 Hospital Avenue DuBois, PA 15801-1440",C
PA,Conemaugh Memorial Medical Center,"1086 Franklin Street Johnstown, PA 15905-4398",C
PA,Bradford Regional Medical Center,"116 Interstate Parkway Bradford, PA 16701-1036",C
PA,Somerset Hospital,"225 South Center Avenue Somerset, PA 15501-2088",C
PA,Punxsutawney Area Hospital,"81 Hillcrest Drive Punxsutawney, PA 15767-2616",C
PA,Indiana Regional Medical Center,"835 Hospital Road Indiana, PA 15701",B
PA,Latrobe Hospital,"One Mellon Way Latrobe, PA 15650-1096",B
PA,Warren General Hospital,"2 Crescent Park West Warren, PA 16365-0068",C
PA,Frick Hospital,"508 South Church St Mt. Pleasant, PA 15666-1790",A
PA,Clarion Hospital,"One Hospital Drive Clarion, PA 16214-8501",C
PA,Highlands Hospital,"401 East Murphy Avenue Connellsville, PA 15425-2700",B
PA,Westmoreland Hospital,"532 West Pittsburgh St Greensburg, PA 15601-2282",C
PA,ACMH Hospital,"One Nolte Drive Kittanning, PA 16201-7111",B
PA,Uniontown Hospital,"500 West Berkeley Street Uniontown, PA 15401-5596",B
PA,Forbes Hospital,"2570 Haymaker Road Monroeville, PA 15146-3513",C
PA,University of Pittsburgh Medical Center - East Campus,"2775 Mosside Boulevard Monroeville, PA 15146",A
PA,Allegheny Valley Hospital,"1301 Carlisle Street Natrona Heights, PA 15065-1152",D
PA,UPMC McKeesport,"1500 Fifth Avenue Mckeesport, PA 15132-2422",C
PA,UPMC Northwest,"100 Fairfield Drive Seneca, PA 16346",C
PA,Monongahela Valley Hospital,"1163 Country Club Road Monongahela, PA 15063-1095",C
PA,UPMC ST MARGARET,"815 FREEPORT ROAD PITTSBURGH, PA 15215-3301",C
PA,Jefferson Regional Medical Center,"565 Coal Valley Road Jefferson Hills, PA 15025-3703",B
PA,Butler Memorial Hospital,"1 Hospital Way Butler, PA 16001-4697",B
PA,Western Pennsylvania Hospital,"4800 Friendship Avenue Pittsburgh, PA 15224-1722",C
PA,UPMC Presbyterian,"200 Lothrop Street Pittsburgh, PA 15213-2585",B
PA,ALLEGHENY GENERAL HOSPITAL,"320 EAST NORTH AVENUE PITTSBURGH, PA 15212-4756",D
PA,UPMC PASSAVANT,"9100 BABCOCK BOULEVARD Pittsburgh, PA 15237",C
PA,St. Clair Hospital,"1000 Bower Hill Rd Pittsburgh, PA 15243-1873",A
PA,Ohio Valley General Hospital,"25 Heckel Road Mckees Rocks, PA 15136-1694",F
PA,Canonsburg General Hospital,"100 Medical Boulevard Canonsburg, PA 15317-9762",C
PA,Heritage Valley Sewickley,"720 Blackburn Road Sewickley, PA 15143-1459",C
PA,Washington Hospital,"155 Wilson Avenue Washington, PA 15301-3398",A
PA,Meadville Medical Center,"751 Liberty Street Meadville, PA 16335-2559",A
PA,Saint Vincent Health Center,"232 West 25th Street Erie, PA 16544-0002",C
PA,UPMC Hamot,"201 STATE ST ERIE, PA 16550-0002",C
PA,Heritage Valley Beaver,"1000 Dutch Ridge Road Beaver, PA 15009-9727",D
PA,UPMC Jameson,"1211 Wilmington Avenue New Castle, PA 16105-2516",C
PA,UPMC Horizon,"110 North Main Street Greenville, PA 16125-1726",C
RI,Newport Hospital,"11 Friendship Street Newport, RI 02840-2299",B
RI,South County Hospital,"100 Kenyon Avenue Wakefield, RI 02879-4299",A
RI,Memorial Hospital of Rhode Island,"111 Brewster Street Pawtucket, RI 02860-4499",C
RI,The Miriam Hospital,"164 Summit Avenue Providence, RI 02906-2895",A
RI,Rhode Island Hospital,"593 Eddy Street Providence, RI 02903-4900",A
RI,Roger Williams Medical Center,"825 Chalkstone Avenue Providence, RI 02908-4735",A
RI,Kent County Memorial Hospital,"455 Toll Gate Rd Warwick, RI 02886-2770",C
RI,St. Joseph Health Services of Rhode Island,"200 High Service Avenue North Providence, RI 02904-5199",C
RI,Landmark Medical Center,"115 Cass Avenue Woonsocket, RI 02895-4731",C
RI,Westerly Hospital,"25 Wells Street Westerly, RI 02891-2934",C
SC,McLeod Seacoast,"4000 Highway 9 East Little River, SC 29566",B
SC,Grand Strand Medical Center,"809 82nd Parkway Myrtle Beach, SC 29572-4607",B
SC,McLeod Loris,"3655 Mitchell Street Loris, SC 29569-9601",B
SC,Conway Medical Center,"300 Singleton Ridge Road Conway, SC 29526-9175",C
SC,Tidelands Waccamaw Community Hospital,"4070 Highway 17 Bypass S. Murrells Inlet, SC 29576",A
SC,Tidelands Georgetown Memorial Hospital,"606 Black River Road Georgetown, SC 29440-3368",A
SC,Marion County Medical Center,"2829 E. Highway 76 Mullins, SC 29574-6035",B
SC,Mount Pleasant Hospital,"3500 Hwy 17 North Mt. Pleasant, SC 29466",A
SC,East Cooper Medical Center,"2000 Hospital Drive Mount Pleasant, SC 29464-3294",A
SC,Carolinas Hospital System,"805 Pamplico Highway Florence, SC 29505-6050",B
SC,McLeod Regional Medical Center of the Pee Dee,"555 E. Cheves Street Florence, SC 29502-2617",B
SC,Medical University of South Carolina University Medical Center,"171 Ashley Ave Charleston, SC 29425",B
SC,Roper Hospital,"316 Calhoun Street Charleston, SC 29401-1125",B
SC,Bon Secours St. Francis Hospital,"2095 Henry Tecklenburg Drive Charleston, SC 29414-0001",A
SC,Trident Medical Center,"9330 Medical Plaza Drive Charleston, SC 29406-9195",B
SC,Summerville Medical Center,"295 Midland Parkway Summerville, SC 29485",B
SC,Carolina Pines Regional Medical Center,"1304 W. BoBo Newsom Highway Hartsville, SC 29550-4710",C
SC,Clarendon Memorial Hospital,"10 E Hospital St Manning, SC 29102-0550",B
SC,Palmetto Health Tuomey,"129 N. Washington Street Sumter, SC 29150-4983",B
SC,Beaufort Memorial Hospital,"955 Ribaut Road Beaufort, SC 29902-5441",A
SC,Hilton Head Hospital,"25 Hospital Center Boulevard Hilton Head Island, SC 29926",C
SC,Colleton Medical Center,"501 Robertson Boulevard Walterboro, SC 29488-5714",B
SC,KershawHealth Medical Center,"1315 Roberts Street Camden, SC 29020-3737",C
SC,Regional Medical Center of Orangeburg and Calhoun Counties,"3000 St. Matthews Road Orangeburg, SC 29118-1470",D
SC,Springs Memorial Hospital,"800 W. Meeting Street Lancaster, SC 29720-2298",C
SC,Coastal Carolina Hospital,"1000 Medical Center Drive Hardeeville, SC 29927",A
SC,Providence Health,"2435 Forest Drive Columbia, SC 29204-2098",B
SC,Palmetto Baptist Medical Center Columbia,"1330 Taylor Street Columbia, SC 29220-0001",C
SC,Palmetto Richland Memorial Hospital,"5 Richland Medical Park Drive Columbia, SC 29203-6897",C
SC,Lexington Medical Center,"2720 Sunset Boulevard West Columbia, SC 29169-4816",A
SC,Piedmont Medical Center,"222 S. Herlong Avenue Rock Hill, SC 29732-1952",A
SC,Palmetto Health Baptist Parkridge,"400 Palmetto Health Parkway Columbia, SC 29212-1760",C
SC,Newberry County Memorial Hospital,"2669 Kinard Street Newberry, SC 29108-0497",A
SC,Aiken Regional Medical Centers,"302 University Parkway Aiken, SC 29801-2757",C
SC,GHS Laurens County Memorial Hospital,"22725 Highway 76 E. Clinton, SC 29325-2331",C
SC,Mary Black Memorial Hospital,"1700 Skylyn Drive Spartanburg, SC 29307-1061",C
SC,Spartanburg Regional Medical Center,"101 E. Wood Street Spartanburg, SC 29303-3016",B
SC,Self Regional Healthcare,"1325 Spring Street Greenwood, SC 29646-3860",C
SC,Pelham Medical Center,"250 Westmoreland Road Greer, SC 29651",A
SC,Hillcrest Hospital,"729 SE Main Street Simpsonville, SC 29681-3280",A
SC,Greer Memorial Hospital,"830 S. Buncombe Road Greer, SC 29650-2400",A
SC,St. Francis Eastside,"125 Commonwealth Drive Greenville, SC 29615",A
SC,Greenville Memorial Hospital,"701 Grove Road Greenville, SC 29605-4295",A
SC,St. Francis Hospital - Downtown,"1 St. Francis Drive Greenville, SC 29601-3207",A
SC,Baptist Easley Hospital,"200 Fleetwood Drive Easley, SC 29640-2076",C
SC,AnMed Health Medical Center,"800 N. Fant Street Anderson, SC 29621-5793",B
SC,Oconee Memorial Hospital,"298 Memorial Drive Seneca, SC 29672-9499",C
SD,Avera McKennan Hospital and University Health Center,"800 East 21st Street Sioux Falls, SD 57105-1096",B
SD,Sanford University of South Dakota Medical Center,"1305 West 18th Street Sioux Falls, SD 57105-0496",B
SD,Prairie Lakes Healthcare System,"401 9th Avenue NW Watertown, SD 57201-6210",C
SD,Avera Sacred Heart Hospital,"501 Summit Avenue Yankton, SD 57078-3899",A
SD,Avera Queen of Peace Health Services,"525 N Foster Mitchell, SD 57301-2999",A
SD,Avera St. Luke's,"305 South State Street Aberdeen, SD 57402-4450",C
SD,Avera St. Mary's Healthcare Center,"801 East Sioux Avenue Pierre, SD 57501-3313",B
SD,Rapid City Regional Hospital,"353 Fairmont Boulevard Rapid City, SD 57701-7393",B
SD,Spearfish Regional Hospital,"1440 North Main Street Spearfish, SD 57783-1504",D
TN,Sycamore Shoals Hospital,"1501 W. Elk Avenue Elizabethton, TN 37643-2874",B
TN,Wellmont Bristol Regional Medical Center,"1 Medical Park Boulevard Bristol, TN 37620",A
TN,Johnson City Medical Center,"400 N. State of Franklin Road Johnson City, TN 37604-6094",A
TN,Franklin Woods Community Hospital,"300 MedTech Parkway Johnson City, TN 37604-2277",A
TN,Indian Path Medical Center,"2000 Brookside Drive Kingsport, TN 37660-4627",D
TN,Wellmont Holston Valley Medical Center,"130 W. Ravine Road Kingsport, TN 37660",B
TN,Laughlin Memorial Hospital,"1420 Tusculum Boulevard Greeneville, TN 37745",A
TN,Takoma Regional Hospital,"401 Takoma Avenue Greeneville, TN 37743-4647",A
TN,Morristown-Hamblen Healthcare System,"908 W. Fourth North Street Morristown, TN 37814-3894",B
TN,LeConte Medical Center,"742 Middle Creek Road Sevierville, TN 37862-5019",B
TN,Claiborne Medical Center,"1850 Old Knoxville Road Tazewell, TN 37879-3625",C
TN,Physicians Regional Medical Center,"900 East Oak Hill Avenue Knoxville, TN 37917-4556",C
TN,Fort Sanders Regional Medical Center,"1901 Clinch Avenue Knoxville, TN 37916-2307",A
TN,The University of Tennessee Medical Center,"1924 Alcoa Highway Knoxville, TN 37920-6900",A
TN,Blount Memorial Hospital,"907 E. Lamar Alexander Parkway Maryville, TN 37804-5016",C
TN,North Knoxville Medical Center,"7565 Dannaher Drive Knoxville, TN 37849",B
TN,Parkwest Medical Center,"9352 Park West Boulevard Knoxville, TN 37923-4325",A
TN,Turkey Creek Medical Center,"10820 Parkside Drive Knoxville, TN 37934",C
TN,Methodist Medical Center of Oak Ridge,"990 Oak Ridge Turnpike Oak Ridge, TN 37830-6976",C
TN,Fort Loudoun Medical Center,"550 Fort Loudoun Medical Center Drive Lenoir City, TN 37772-5673",A
TN,Roane Medical Center,"8045 Roane Medical Center Drive Harriman, TN 37748",B
TN,Starr Regional Medical Center,"1114 W. Madison Avenue Athens, TN 37303-4150",B
TN,Skyridge Medical Center Main Campus,"2305 Chambliss Avenue Cleveland, TN 37311",C
TN,Skyridge Medical Center West Side Campus,"2800 Westside Drive NW Cleveland, TN 37312",C
TN,Cumberland Medical Center,"421 S. Main Street Crossville, TN 38555-5031",B
TN,Erlanger East Hospital,"1751 Gunbarrel Road Chattanooga, TN 37421",C
TN,Parkridge East Hospital,"941 Spring Creek Road Chattanooga, TN 37412",C
TN,Memorial Hixson Hospital,"2051 Hamill Road Hixson, TN 37343",A
TN,Memorial Hospital Chattanooga,"2525 De Sales Avenue Chattanooga, TN 37404-1161",B
TN,Parkridge Medical Center,"2333 McCallie Avenue Chattanooga, TN 37404-3258",C
TN,Erlanger Baroness Hospital,"975 E. 3rd Street Chattanooga, TN 37403",C
TN,Cookeville Regional Medical Center,"1 Medical Center Boulevard Cookeville, TN 38501-1795",C
TN,River Park Hospital,"1559 Sparta Street McMinnville, TN 37110-1316",B
TN,Southern Tennessee Regional Health System Winchester,"185 Hospital Road Winchester, TN 37398-2404",B
TN,Tennova Healthcare – Harton,"1801 N. Jackson Street Tullahoma, TN 37388",C
TN,Saint Thomas Rutherford Hospital,"1700 Medical Center Parkway Murfreesboro, TN 37129",C
TN,Sumner Regional Medical Center,"555 Hartsville Pike Gallatin, TN 37066-2449",C
TN,Lincoln Medical Center,"106 Medical Center Boulevard Fayetteville, TN 37334-2684",D
TN,StoneCrest Medical Center,"200 StoneCrest Boulevard Smyrna, TN 37167-6810",A
TN,TriStar Summit Medical Center,"5655 Frist Boulevard Hermitage, TN 37076-2053",B
TN,Tristar Hendersonville Medical Center,"355 New Shackle Island Road Hendersonville, TN 37075-2479",A
TN,TriStar Southern Hills Medical Center,"391 Wallace Road Nashville, TN 37211-4859",B
TN,Tristar Skyline Medical Center,"3441 Dickerson Pike Nashville, TN 37207-2539",B
TN,Vanderbilt University Hospital,"1210 Medical Center Dr. Nashville, TN 37232-2102",B
TN,Saint Thomas Midtown Hospital,"2000 Church Street Nashville, TN 37236-0002",C
TN,Nashville General Hospital,"1818 Albion Street Nashville, TN 37208-2918",D
TN,Williamson Medical Center,"4321 Carothers Parkway Franklin, TN 37067-8542",A
TN,Tristar Centennial Medical Center,"2300 Patterson Street Nashville, TN 37203-1528",A
TN,Saint Thomas West Hospital,"4220 Harding Road Nashville, TN 37205-2095",B
TN,Northcrest Medical Center,"100 Northcrest Drive Springfield, TN 37172-3961",A
TN,Southern Tennessee Regional Health Systems Pulaski,"1265 E. College Street Pulaski, TN 38478-4500",B
TN,Maury Regional Hospital,"1224 Trotwood Avenue Columbia, TN 38401-4802",A
TN,Tristar Horizon Medical Center,"111 Highway 70 E. Dickson, TN 37055-2080",A
TN,Henry County Medical Center,"301 Tyson Avenue Paris, TN 38242-4544",A
TN,Milan General Hospital,"4039 Highland Street Milan, TN 38358-3483",A
TN,Jackson-Madison County General Hospital,"620 Skyline Drive Jackson, TN 38301",B
TN,Baptist Memorial Hospital - Union City,"1201 Bishop Street Union City, TN 38261-5403",A
TN,Baptist Memorial Hospital of Collierville,"1500 W. Poplar Avenue Collierville, TN 38017-0601",B
TN,Saint Francis Hospital - Bartlett,"2986 Kate Bond Road Bartlett, TN 38133-4003",A
TN,Methodist Le Bonheur Germantown Hospital,"7691 Poplar Avenue Germantown, TN 38138",B
TN,Baptist Memorial Hospital of Memphis,"6019 Walnut Grove Road Memphis, TN 38120-2173",C
TN,Saint Francis Hospital -Memphis,"5959 Park Avenue Memphis, TN 38119-5198",B
TN,Methodist North Hospital,"3960 New Covington Pike Memphis, TN 38128",C
TN,Methodist University Hospital,"1265 Union Avenue Memphis, TN 38104",C
TN,Methodist South Hospital,"1300 Wesley Drive Memphis, TN 38116",C
TN,Regional One Health,"877 Jefferson Avenue Memphis, TN 38103-2897",C
TX,Wadley Regional Medical Center,"1000 Pine Street Texarkana, TX 75501-5170",C
TX,CHRISTUS St. Michael Health System,"2600 St Michael Drive Texarkana, TX 75503-2372",A
TX,CHRISTUS Hospital - St. Mary,"3600 Gates Boulevard Port Arthur, TX 77642",B
TX,The Medical Center of Southeast Texas,"2555 Jimmy Johnson Boulevard Port Arthur, TX 77640",B
TX,Baptist Beaumont Hospital of Southeast Texas,"3080 College St Beaumont, TX 77701-4689",C
TX,CHRISTUS Southeast Texas St. Elizabeth,"2830 Calder Avenue Beaumont, TX 77702-1809",B
TX,Good Shepherd Medical Center-Marshall,"811 South Washington Avenue Marshall, TX 75670-5336",B
TX,Nacogdoches Memorial Hospital,"1204 North Mound Street Nacogdoches, TX 75961-4061",C
TX,Nacogdoches Medical Center,"4920 NE STALLINGS DRIVE Nacogdoches, TX 75965",A
TX,Longview Regional Medical Center,"2901 North Fourth Street Longview, TX 75605-5191",C
TX,Good Shepherd Medical Center,"700 EAST MARSHALL AVENUE Longview, TX 75601-5571",A
TX,CHI St. Luke's Health Memorial,"1201 West Frank Avenue Lufkin, TX 75904-3357",C
TX,Woodland Heights Medical Center,"505 South John Redditt Drive Lufkin, TX 75904-3157",B
TX,Titus Regional Medical Center,"2001 North Jefferson Avenue Mount Pleasant, TX 75455-2398",B
TX,University of Texas Medical Branch Hospitals,"301 University Boulevard Galveston, TX 77555-0132",C
TX,CHI St. Luke's Health Memorial Livingston,"1717 Highway 59 Bypass N Livingston, TX 77351-1257",C
TX,Houston Methodist San Jacinto Hospital,"4401 Garth Road Baytown, TX 77521-2122",A
TX,Mainland Medical Center,"6801 EMMETT LOWRY EXPRESSWAY Texas City, TX 77591",B
TX,The University of Texas Health Science Center at Tyler,"11937 US Hwy 271 Tyler, TX 75708",B
TX,Houston Methodist St. John Hospital,"18300 St John Drive Nassau Bay, TX 77058",C
TX,Bay Area Regional Medical Center,"200 Blossom Street Webster, TX 77598-4204",C
TX,Clear Lake Regional Medical Center,"500 MEDICAL CENTER BLVD Webster, TX 77598-4286",C
TX,"Christus Mother Frances Hospital - ""Tyler""","800 EAST DAWSON Tyler, TX 75701-2036",A
TX,East Texas Medical Center Tyler,"1000 South Beckham Street Tyler, TX 75701-1996",D
TX,St. Luke's Patients Medical Center,"4600 East Sam Houston Parkway South Pasadena, TX 77505",C
TX,Bayshore Medical Center,"4000 SPENCER HWY Pasadena, TX 77504",C
