ProviderID,HospitalName,Address,City,State,ZipCode,HospitalOverallRating,MortalityNationalComparison,SafetyOfCareNationalComparison,ReadmissionNationalComparison,PatientExperienceNationalComparison,EffectivenessOfCareNationalComparison,TimelinessOfCareNationalComparison,EfficientUseOfMedicalImagingNationalComparison,AverageEffectiveCareScore,AverageReadmissionScore,MortalityComp,SafetyOfCareComp,ReadmissionComp,PatientExperienceComp,EffectivenessOfCareComp,TimelinessOfCareComp,EfficientUseOfMedicalImagingComp,SafetyGrade,YelpRating,SafetyGradeNumeric
160064,MERCY MEDICAL CENTER-NORTH IOWA,1000 FOURTH STREET SW,MASON CITY,IA,50401,3,Below the National average,Below the National average,Above the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,85.84,13.6,-1.0,-1.0,1.0,0.0,0.0,1.0,0.0,B,,4
160067,COVENANT MEDICAL CENTER,3421 WEST NINTH STREET,WATERLOO,IA,50702,3,Same as the National average,Same as the National average,Above the National average,Same as the National average,Below the National average,Above the National average,Above the National average,81.71428571428571,14.191666666666665,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,C,,3
160069,MERCY MEDICAL CENTER-DUBUQUE,250 MERCY DRIVE,DUBUQUE,IA,52001,4,Same as the National average,Same as the National average,Same as the National average,Above the National average,Above the National average,Above the National average,Not Available,83.20833333333333,13.857142857142856,0.0,0.0,0.0,1.0,1.0,1.0,,A,,5
160079,MERCY MEDICAL CENTER - CEDAR RAPIDS,701 10TH STREET SE,CEDAR RAPIDS,IA,52403,4,Same as the National average,Above the National average,Same as the National average,Above the National average,Above the National average,Above the National average,Same as the National average,88.2608695652174,14.050000000000002,0.0,1.0,0.0,1.0,1.0,1.0,0.0,C,,3
160080,MERCY MEDICAL CENTER-CLINTON,1410 NORTH 4TH STREET,CLINTON,IA,52732,3,Same as the National average,Same as the National average,Below the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,77.15789473684211,15.075,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,B,,4
160082,IOWA METHODIST MEDICAL CENTER,1200 PLEASANT STREET,DES MOINES,IA,50309,3,Below the National average,Same as the National average,Above the National average,Above the National average,Below the National average,Same as the National average,Same as the National average,79.56521739130434,14.22857142857143,-1.0,0.0,1.0,1.0,-1.0,0.0,0.0,C,,3
160083,MERCY MEDICAL CENTER-DES MOINES,1111 6TH AVE,DES MOINES,IA,50314,3,Same as the National average,Below the National average,Above the National average,Below the National average,Below the National average,Same as the National average,Above the National average,90.65,13.057142857142859,0.0,-1.0,1.0,-1.0,-1.0,0.0,1.0,D,,2
160104,TRINITY BETTENDORF,4500 UTICA RIDGE ROAD,BETTENDORF,IA,52722,3,Same as the National average,Same as the National average,Below the National average,Same as the National average,Same as the National average,Above the National average,Not Available,78.77777777777777,14.816666666666668,0.0,0.0,-1.0,0.0,0.0,1.0,,C,,3
160110,ALLEN HOSPITAL,1825 LOGAN AVENUE,WATERLOO,IA,50703,2,Below the National average,Below the National average,Below the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,86.21739130434781,14.571428571428573,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,A,,5
160112,SPENCER MUNICIPAL HOSPITAL,1200 1ST AVENUE EAST,SPENCER,IA,51301,4,Same as the National average,Above the National average,Above the National average,Above the National average,Same as the National average,Above the National average,Not Available,71.76470588235293,14.089999999999998,0.0,1.0,1.0,1.0,0.0,1.0,,A,,5
160117,FINLEY HOSPITAL,350 NORTH GRANDVIEW AVENUE,DUBUQUE,IA,52001,3,Same as the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,Above the National average,Same as the National average,88.57894736842104,14.908333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,A,,5
160124,LAKES REGIONAL HEALTHCARE,2301 HIGHWAY 71,SPIRIT LAKE,IA,51360,4,Same as the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,Above the National average,Below the National average,69.73333333333333,14.14,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,A,,5
160146,ST LUKES REGIONAL MEDICAL CENTER,2720 STONE PARK BOULEVARD,SIOUX CITY,IA,51104,3,Same as the National average,Above the National average,Same as the National average,Below the National average,Same as the National average,Same as the National average,Same as the National average,90.4375,14.41666666666667,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,C,,3
160147,GRINNELL REGIONAL MEDICAL CENTER,210 FOURTH AVENUE,GRINNELL,IA,50112,3,Same as the National average,Not Available,Same as the National average,Above the National average,Same as the National average,Above the National average,Same as the National average,70.3125,15.8,0.0,,0.0,1.0,0.0,1.0,0.0,B,,4
160153,MERCY MEDICAL CENTER-SIOUX CITY,801 5TH ST,SIOUX CITY,IA,51101,3,Below the National average,Same as the National average,Above the National average,Below the National average,Same as the National average,Above the National average,Same as the National average,83.83333333333333,14.292857142857141,-1.0,0.0,1.0,-1.0,0.0,1.0,0.0,C,,3
180001,ST ELIZABETH FT THOMAS,85 NORTH GRAND AVENUE,FORT THOMAS,KY,41075,4,Same as the National average,Above the National average,Same as the National average,Below the National average,Above the National average,Same as the National average,Same as the National average,92.3913043478261,15.354545454545455,0.0,1.0,0.0,-1.0,1.0,0.0,0.0,B,,4
180002,WHITESBURG ARH HOSPITAL,240 HOSPITAL ROAD,WHITESBURG,KY,41858,3,Same as the National average,Same as the National average,Below the National average,Above the National average,Same as the National average,Above the National average,Same as the National average,72.95454545454545,16.02,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,A,,5
180005,HIGHLANDS REGIONAL MEDICAL CENTER,5000 KENTUCKY ROUTE 321,PRESTONSBURG,KY,41653,2,Same as the National average,Same as the National average,Below the National average,Below the National average,Same as the National average,Below the National average,Below the National average,88.56666666666666,14.591666666666667,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,C,,3
180009,KING'S DAUGHTERS' MEDICAL CENTER,2201 LEXINGTON AVENUE,ASHLAND,KY,41101,3,Same as the National average,Above the National average,Below the National average,Above the National average,Above the National average,Same as the National average,Below the National average,90.51612903225808,14.407142857142857,0.0,1.0,-1.0,1.0,1.0,0.0,-1.0,C,,3
180010,SAINT JOSEPH HOSPITAL,ONE SAINT JOSEPH DRIVE,LEXINGTON,KY,40504,2,Same as the National average,Below the National average,Same as the National average,Below the National average,Below the National average,Below the National average,Same as the National average,102.1904761904762,14.02142857142857,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,C,,3
180011,SAINT JOSEPH LONDON,1001 SAINT JOSEPH LANE,LONDON,KY,40741,3,Same as the National average,Below the National average,Same as the National average,Above the National average,Same as the National average,Below the National average,Same as the National average,91.75,13.708333333333336,0.0,-1.0,0.0,1.0,0.0,-1.0,0.0,C,,3
180012,HARDIN MEMORIAL HOSPITAL,913 NORTH DIXIE AVENUE,ELIZABETHTOWN,KY,42701,4,Same as the National average,Above the National average,Above the National average,Same as the National average,Below the National average,Below the National average,Same as the National average,85.68,14.275,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,C,,3
180013,THE MEDICAL CENTER AT BOWLING GREEN,250 PARK STREET,BOWLING GREEN,KY,42101,3,Same as the National average,Above the National average,Below the National average,Below the National average,Same as the National average,Below the National average,Above the National average,92.96875,14.35,0.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,C,,3
180016,JEWISH HOSPITAL - SHELBYVILLE,727 HOSPITAL DRIVE,SHELBYVILLE,KY,40065,3,Same as the National average,Below the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,84.0,14.811111111111114,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,C,,3
180017,T J SAMSON COMMUNITY HOSPITAL,1301 NORTH RACE STREET,GLASGOW,KY,42141,3,Same as the National average,Above the National average,Same as the National average,Same as the National average,Below the National average,Same as the National average,Below the National average,84.91304347826087,14.791666666666664,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,C,,3
180018,ST CLAIRE REGIONAL MEDICAL CENTER,222 MEDICAL CIRCLE,MOREHEAD,KY,40351,2,Same as the National average,Below the National average,Below the National average,Same as the National average,Above the National average,Above the National average,Above the National average,86.91666666666669,14.7,0.0,-1.0,-1.0,0.0,1.0,1.0,1.0,C,,3
180019,MEADOWVIEW REGIONAL MEDICAL CENTER,989 MEDICAL PARK DRIVE,MAYSVILLE,KY,41056,3,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Below the National average,Above the National average,Below the National average,66.05555555555556,14.966666666666667,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,A,,5
180020,MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT,3600 WEST CUMBERLAND AVENUE,MIDDLESBORO,KY,40965,3,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Not Available,87.94444444444444,16.069999999999997,0.0,0.0,0.0,0.0,0.0,0.0,,B,,4
180025,FLAGET MEMORIAL HOSPITAL,4305 NEW SHEPHERDSVILLE ROAD,BARDSTOWN,KY,40004,4,Same as the National average,Same as the National average,Above the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,81.65,14.070000000000002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,C,,3
180027,MURRAY-CALLOWAY COUNTY HOSPITAL,803 POPLAR STREET,MURRAY,KY,42071,3,Below the National average,Above the National average,Below the National average,Above the National average,Below the National average,Same as the National average,Same as the National average,79.23333333333333,15.408333333333333,-1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,A,,5
180029,HAZARD ARH REGIONAL MEDICAL CENTER,100 MEDICAL CENTER DRIVE,HAZARD,KY,41701,2,Same as the National average,Above the National average,Below the National average,Below the National average,Same as the National average,Same as the National average,Same as the National average,88.63636363636364,16.183333333333334,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,B,,4
180035,ST ELIZABETH MEDICAL CENTER NORTH,1 MEDICAL VILLAGE DRIVE,EDGEWOOD,KY,41017,4,Above the National average,Above the National average,Below the National average,Same as the National average,Above the National average,Same as the National average,Above the National average,83.30769230769229,13.75,1.0,1.0,-1.0,0.0,1.0,0.0,1.0,A,,5
180036,OUR LADY OF BELLEFONTE HOSPITAL,1000 SAINT CHRISTOPHER DRIVE,ASHLAND,KY,41101,3,Same as the National average,Below the National average,Below the National average,Above the National average,Same as the National average,Same as the National average,Same as the National average,89.45833333333331,14.81666666666667,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,B,,4
180038,OWENSBORO HEALTH REGIONAL HOSPITAL,1201 PLEASANT VALLEY ROAD,OWENSBORO,KY,42303,3,Same as the National average,Same as the National average,Above the National average,Same as the National average,Same as the National average,Above the National average,Below the National average,82.375,13.421428571428573,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,C,,3
180040,JEWISH HOSPITAL & ST MARY'S HEALTHCARE,200 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,40202,2,Same as the National average,Below the National average,Below the National average,Below the National average,Same as the National average,Below the National average,Same as the National average,98.04761904761904,13.864285714285714,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,D,,2
180043,MEMORIAL HOSPITAL,210 MARIE LANGDON DRIVE,MANCHESTER,KY,40962,3,Above the National average,Same as the National average,Below the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,75.84615384615384,15.888888888888891,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,A,,5
180044,PIKEVILLE MEDICAL CENTER,911 BYPASS ROAD,PIKEVILLE,KY,41501,2,Same as the National average,Same as the National average,Below the National average,Above the National average,Above the National average,Same as the National average,Below the National average,90.0909090909091,14.435714285714289,0.0,0.0,-1.0,1.0,1.0,0.0,-1.0,A,,5
180045,ST ELIZABETH FLORENCE,4900 HOUSTON ROAD,FLORENCE,KY,41042,3,Same as the National average,Above the National average,Below the National average,Same as the National average,Above the National average,Same as the National average,Above the National average,90.25,15.881818181818181,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,B,,4
180048,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,217 SOUTH THIRD STREET,DANVILLE,KY,40422,2,Same as the National average,Same as the National average,Below the National average,Same as the National average,Same as the National average,Same as the National average,Below the National average,81.18181818181819,15.075,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,D,,2
180049,BAPTIST HEALTH RICHMOND,801 EASTERN BYPASS,RICHMOND,KY,40475,3,Same as the National average,Above the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,Same as the National average,78.17647058823529,15.27,0.0,1.0,0.0,0.0,1.0,0.0,0.0,B,,4
180050,HARLAN ARH HOSPITAL,81 BALL PARK ROAD,HARLAN,KY,40831,2,Same as the National average,Above the National average,Below the National average,Below the National average,Above the National average,Above the National average,Below the National average,85.15789473684211,18.009999999999994,0.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,B,,4
180070,TWIN LAKES REGIONAL MEDICAL CENTER,910 WALLACE AVENUE,LEITCHFIELD,KY,42754,4,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,74.47619047619048,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,A,,5
180080,BAPTIST HEALTH CORBIN,ONE TRILLIUM WAY,CORBIN,KY,40701,3,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,89.35,14.583333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,,5
180087,TAYLOR REGIONAL HOSPITAL,1700 OLD LEBANON ROAD,CAMPBELLSVILLE,KY,42718,3,Same as the National average,Below the National average,Above the National average,Same as the National average,Same as the National average,Same as the National average,Below the National average,74.47619047619048,13.94,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,C,,3
180092,CLARK REGIONAL MEDICAL CENTER,175 HOSPITAL DRIVE,WINCHESTER,KY,40391,4,Same as the National average,Same as the National average,Above the National average,Same as the National average,Above the National average,Above the National average,Same as the National average,77.78947368421052,14.16666666666667,0.0,0.0,1.0,0.0,1.0,1.0,0.0,B,,4
180093,BAPTIST HEALTH MADISONVILLE,900 HOSPITAL DRIVE,MADISONVILLE,KY,42431,3,Below the National average,Above the National average,Above the National average,Same as the National average,Below the National average,Same as the National average,Same as the National average,90.05263157894737,14.671428571428573,-1.0,1.0,1.0,0.0,-1.0,0.0,0.0,B,,4
180101,GEORGETOWN COMMUNITY HOSPITAL,1140 LEXINGTON ROAD,GEORGETOWN,KY,40324,3,Same as the National average,Below the National average,Same as the National average,Same as the National average,Above the National average,Above the National average,Same as the National average,75.3157894736842,15.8875,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,A,,5
180102,LOURDES HOSPITAL,1530 LONE OAK ROAD,PADUCAH,KY,42003,2,Below the National average,Below the National average,Above the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,79.14285714285714,14.242857142857144,-1.0,-1.0,1.0,0.0,0.0,1.0,0.0,C,,3
180104,BAPTIST HEALTH PADUCAH,2501 KENTUCKY AVENUE,PADUCAH,KY,42003,3,Below the National average,Above the National average,Same as the National average,Above the National average,Same as the National average,Same as the National average,Same as the National average,95.8,14.214285714285715,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,C,,3
180116,JACKSON PURCHASE MEDICAL CENTER,1099 MEDICAL CENTER CIRCLE,MAYFIELD,KY,42066,3,Same as the National average,Above the National average,Below the National average,Same as the National average,Same as the National average,Above the National average,Below the National average,68.44444444444444,14.858333333333334,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,B,,4
180124,GREENVIEW REGIONAL HOSPITAL,1801 ASHLEY CIRCLE,BOWLING GREEN,KY,42104,4,Same as the National average,Above the National average,Below the National average,Above the National average,Above the National average,Above the National average,Same as the National average,86.05263157894737,15.091666666666667,0.0,1.0,-1.0,1.0,1.0,1.0,0.0,A,,5
180127,FRANKFORT REGIONAL MEDICAL CENTER,299 KINGS DAUGHTERS DRIVE,FRANKFORT,KY,40601,3,Same as the National average,Above the National average,Below the National average,Below the National average,Above the National average,Above the National average,Same as the National average,81.85,15.4,0.0,1.0,-1.0,-1.0,1.0,1.0,0.0,A,,5
180128,THREE RIVERS MEDICAL CENTER,2485 HIGHWAY 644,LOUISA,KY,41230,3,Same as the National average,Same as the National average,Below the National average,Above the National average,Above the National average,Same as the National average,Same as the National average,82.9375,16.842857142857145,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,A,,5
180130,BAPTIST HEALTH LOUISVILLE,4000 KRESGE WAY,LOUISVILLE,KY,40207,4,Same as the National average,Above the National average,Above the National average,Above the National average,Same as the National average,Below the National average,Above the National average,96.0,13.078571428571427,0.0,1.0,1.0,1.0,0.0,-1.0,1.0,B,,4
180138,BAPTIST HEALTH LA GRANGE,1025 NEW MOODY LANE,LA GRANGE,KY,40031,3,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,80.94117647058823,14.410000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,,4
180141,UNIVERSITY OF LOUISVILLE HOSPITAL,530 SOUTH JACKSON STREET,LOUISVILLE,KY,40202,1,Below the National average,Below the National average,Below the National average,Below the National average,Same as the National average,Below the National average,Same as the National average,101.08333333333331,16.30909090909091,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,D,,2
180143,SAINT JOSEPH EAST,150 NORTH EAGLE CREEK DRIVE,LEXINGTON,KY,40509,2,Same as the National average,Same as the National average,Below the National average,Below the National average,Below the National average,Below the National average,Same as the National average,101.52631578947368,15.258333333333333,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,C,,3
190002,LAFAYETTE GENERAL MEDICAL CENTER,1214 COOLIDGE AVENUE,LAFAYETTE,LA,70503,3,Same as the National average,Below the National average,Below the National average,Above the National average,Above the National average,Same as the National average,Below the National average,86.30769230769229,14.271428571428574,0.0,-1.0,-1.0,1.0,1.0,0.0,-1.0,A,,5
190004,THIBODAUX REGIONAL MEDICAL CENTER,602 N ACADIA ROAD,THIBODAUX,LA,70301,4,Same as the National average,Below the National average,Above the National average,Above the National average,Above the National average,Same as the National average,Below the National average,88.0,13.957142857142856,0.0,-1.0,1.0,1.0,1.0,0.0,-1.0,B,,4
190007,NATCHITOCHES REGIONAL MEDICAL CENTER,501 KEYSER AVE,NATCHITOCHES,LA,71457,4,Above the National average,Same as the National average,Above the National average,Same as the National average,Same as the National average,Same as the National average,Below the National average,79.21739130434783,13.245454545454548,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,C,,3
190008,TERREBONNE GENERAL MEDICAL CENTER,8166 MAIN STREET,HOUMA,LA,70360,3,Same as the National average,Above the National average,Below the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,92.375,14.264285714285714,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,B,,4
190014,TECHE REGIONAL MEDICAL CENTER,1125 MARGUERITE STREET,MORGAN CITY,LA,70380,3,Same as the National average,Above the National average,Same as the National average,Same as the National average,Same as the National average,Above the National average,Below the National average,71.21052631578948,16.29090909090909,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,B,,4
190015,"NORTH OAKS MEDICAL CENTER, L L C",15790 PAUL VEGA MD DRIVE,HAMMOND,LA,70403,3,Same as the National average,Below the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,87.45833333333331,13.585714285714285,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,C,,3
190017,OPELOUSAS GENERAL HEALTH SYSTEM,539 EAST PRUDHOMME STREET,OPELOUSAS,LA,70570,3,Same as the National average,Below the National average,Above the National average,Same as the National average,Below the National average,Same as the National average,Below the National average,78.23809523809524,14.208333333333336,0.0,-1.0,1.0,0.0,-1.0,0.0,-1.0,C,,3
190019,CHRISTUS ST FRANCES CABRINI HOSPITAL,3330 MASONIC DRIVE,ALEXANDRIA,LA,71301,3,Same as the National average,Below the National average,Above the National average,Below the National average,Above the National average,Below the National average,Below the National average,99.4761904761905,13.37857142857143,0.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,C,,3
190020,LANE REGIONAL MEDICAL CENTER,6300 MAIN STREET,ZACHARY,LA,70791,1,Below the National average,Below the National average,Below the National average,Same as the National average,Below the National average,Same as the National average,Below the National average,81.55,16.033333333333335,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,B,,4
190026,RAPIDES REGIONAL MEDICAL CENTER,211 4TH STREET,ALEXANDRIA,LA,71301,3,Same as the National average,Same as the National average,Below the National average,Same as the National average,Above the National average,Same as the National average,Same as the National average,82.5,13.878571428571432,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,C,,3
190034,ABBEVILLE GENERAL HOSPITAL,118 N HOSPITAL DR,ABBEVILLE,LA,70510,3,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Not Available,83.21052631578948,14.9875,0.0,0.0,0.0,0.0,0.0,0.0,,B,,4
190039,WEST JEFFERSON MEDICAL CENTER,1101 MEDICAL CENTER BLVD,MARRERO,LA,70072,4,Same as the National average,Above the National average,Above the National average,Above the National average,Above the National average,Same as the National average,Below the National average,89.30434782608695,13.435714285714289,0.0,1.0,1.0,1.0,1.0,0.0,-1.0,B,,4
190040,SLIDELL MEMORIAL HOSPITAL,1001 GAUSE BLVD,SLIDELL,LA,70458,3,Same as the National average,Same as the National average,Same as the National average,Above the National average,Above the National average,Above the National average,Below the National average,89.04761904761904,13.72857142857143,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,B,,4
190044,ACADIA GENERAL HOSPITAL,1305 CROWLEY RAYNE HIGHWAY,CROWLEY,LA,70526,2,Same as the National average,Below the National average,Same as the National average,Same as the National average,Same as the National average,Above the National average,Not Available,81.92592592592592,16.0,0.0,-1.0,0.0,0.0,0.0,1.0,,B,,4
190045,ST TAMMANY PARISH HOSPITAL,1202 S TYLER STREET,COVINGTON,LA,70433,4,Above the National average,Above the National average,Above the National average,Above the National average,Same as the National average,Same as the National average,Below the National average,92.4375,13.421428571428573,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,A,,5
190046,TOURO INFIRMARY,1401 FOUCHER STREET,NEW ORLEANS,LA,70115,3,Same as the National average,Below the National average,Above the National average,Same as the National average,Above the National average,Same as the National average,Below the National average,85.63636363636364,13.135714285714286,0.0,-1.0,1.0,0.0,1.0,0.0,-1.0,C,,3
190050,BEAUREGARD MEMORIAL HOSPITAL,600 S PINE STREET,DERIDDER,LA,70634,3,Above the National average,Not Available,Same as the National average,Above the National average,Same as the National average,Same as the National average,Below the National average,82.94736842105263,14.418181818181818,1.0,,0.0,1.0,0.0,0.0,-1.0,A,,5
190053,JENNINGS AMERICAN LEGION HOSPITAL,1634 ELTON ROAD,JENNINGS,LA,70546,3,Same as the National average,Same as the National average,Below the National average,Above the National average,Same as the National average,Same as the National average,Below the National average,80.73913043478261,15.108333333333334,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,A,,5
190064,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,5000 HENNESSY BLVD,BATON ROUGE,LA,70808,2,Below the National average,Below the National average,Above the National average,Same as the National average,Same as the National average,Below the National average,Same as the National average,91.03703703703705,13.807142857142859,-1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,B,,4
190099,AVOYELLES HOSPITAL,4231 HIGHWAY 1192,MARKSVILLE,LA,71351,3,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Above the National average,Not Available,67.64705882352939,16.185714285714287,0.0,0.0,0.0,0.0,0.0,1.0,,B,,4
190102,"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC",4801 AMBASSADOR CAFFERY PARKWAY,LAFAYETTE,LA,70508,4,Same as the National average,Above the National average,Above the National average,Above the National average,Above the National average,Same as the National average,Below the National average,95.5909090909091,13.835714285714285,0.0,1.0,1.0,1.0,1.0,0.0,-1.0,C,,3
190111,WILLIS KNIGHTON MEDICAL CENTER,2600 GREENWOOD ROAD,SHREVEPORT,LA,71103,4,Above the National average,Below the National average,Above the National average,Same as the National average,Below the National average,Same as the National average,Below the National average,81.92857142857143,12.435714285714285,1.0,-1.0,1.0,0.0,-1.0,0.0,-1.0,C,,3
190125,ST FRANCIS MEDICAL CENTER,309 JACKSON STREET,MONROE,LA,71201,4,Same as the National average,Above the National average,Above the National average,Same as the National average,Below the National average,Below the National average,Below the National average,106.1,12.87857142857143,0.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,B,,4
190144,MINDEN MEDICAL CENTER,NO 1 MEDICAL PLAZA,MINDEN,LA,71055,4,Same as the National average,Same as the National average,Above the National average,Above the National average,Same as the National average,Above the National average,Same as the National average,71.17647058823529,14.525,0.0,0.0,1.0,1.0,0.0,1.0,0.0,A,,5
190146,EAST JEFFERSON GENERAL HOSPITAL,4200 HOUMA BLVD,METAIRIE,LA,70006,4,Same as the National average,Above the National average,Above the National average,Same as the National average,Same as the National average,Same as the National average,Below the National average,87.9,12.678571428571427,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,A,,5
190160,GLENWOOD REGIONAL MEDICAL CENTER,503 MCMILLAN ROAD,WEST MONROE,LA,71291,2,Above the National average,Below the National average,Below the National average,Same as the National average,Same as the National average,Same as the National average,Below the National average,92.1875,14.064285714285711,1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,B,,4
190164,BYRD REGIONAL HOSPITAL,1020 FERTITTA BLVD,LEESVILLE,LA,71446,3,Above the National average,Same as the National average,Below the National average,Below the National average,Same as the National average,Above the National average,Below the National average,63.88235294117647,15.375000000000002,1.0,0.0,-1.0,-1.0,0.0,1.0,-1.0,C,,3
190176,TULANE MEDICAL CENTER,1415 TULANE AVE,NEW ORLEANS,LA,70112,2,Same as the National average,Below the National average,Below the National average,Same as the National average,Above the National average,Below the National average,Same as the National average,93.0,14.783333333333335,0.0,-1.0,-1.0,0.0,1.0,-1.0,0.0,C,,3
190177,LAKEVIEW REGIONAL MEDICAL CENTER,95 JUDGE TANNER BOULEVARD,COVINGTON,LA,70433,3,Same as the National average,Below the National average,Same as the National average,Same as the National average,Above the National average,Above the National average,Below the National average,86.72222222222223,13.549999999999995,0.0,-1.0,0.0,0.0,1.0,1.0,-1.0,B,,4
190183,LEONARD J CHABERT MEDICAL CENTER,1978 INDUSTRIAL BLVD,HOUMA,LA,70363,3,Same as the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,Below the National average,Same as the National average,107.58823529411764,14.255555555555556,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,A,,5
190201,LAKE AREA MEDICAL CENTER,4200 NELSON ROAD,LAKE CHARLES,LA,70605,3,Same as the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,Above the National average,Not Available,70.64285714285714,14.8625,0.0,0.0,0.0,1.0,0.0,1.0,,A,,5
190202,OCHSNER MEDICAL CENTER - BATON ROUGE,17000 MEDICAL CENTER DR,BATON ROUGE,LA,70816,4,Same as the National average,Same as the National average,Above the National average,Same as the National average,Same as the National average,Same as the National average,Below the National average,86.72,13.035714285714285,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,A,,5
190204,"OCHSNER MEDICAL CENTER - NORTHSHORE, L L C",100 MEDICAL CENTER DRIVE,SLIDELL,LA,70461,3,Same as the National average,Same as the National average,Same as the National average,Below the National average,Same as the National average,Same as the National average,Same as the National average,89.86363636363636,15.690909090909093,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,B,,4
190236,WILLIS KNIGHTON BOSSIER HEALTH CENTER,2400 HOSPITAL DR,BOSSIER CITY,LA,71111,5,Above the National average,Above the National average,Above the National average,Same as the National average,Below the National average,Same as the National average,Below the National average,89.27272727272727,13.0,1.0,1.0,1.0,0.0,-1.0,0.0,-1.0,C,,3
