,Address,City,Name,Rating,State,ZipCode
3527,50 Lech Walesa St,San Francisco,Tom Waddell Health Center,3.0,CA,94102
3528,153 Townsend St,San Francisco,Brown and Toland Medical Group,2.0,CA,94107
3529,1932 Mission St,San Francisco,City Green MD,5.0,CA,94105
3530,915 Bryant St,San Francisco,Fort Help Methadone Program,1.0,CA,94103
3531,1380 Howard St,San Francisco,OBOT Buprenorphine Induction Clinic,5.0,CA,94103
3532,100 Church St,San Francisco,AIDS Healthcare Foundation,2.5,CA,94114
3533,490 Post St,San Francisco,Helix Mobile Wellness And Research,5.0,CA,94102
3534,36860 Industrial Way,Sandy,Legacy Medical Group-Firwood,2.0,OR,97055
3535,2850 SE Powell Valley Rd,Gresham,Legacy-GoHealth Urgent Care - Gresham,2.5,OR,97045
3536,440 NW Division St,Gresham,Providence Medical Group,4.0,OR,97030
3537,2075 NE Division St,Gresham,Rose City Urgent Care and Family Practice,1.5,OR,97030
3538,1700 SE 257 Ave,Vancouver,Adventist Health Adventist Medical Center,0.0,WA,98683
3539,24076 SE Stark,Gresham,Center For Men's & Women's Urology,1.0,OR,97030
3540,9290 SE Sunnybrook Blvd,Clackamas,Providence Clackamas Medical Plaza,4.5,OR,97015
3541,1500 Division St,Oregon City,Providence Williamette Falls Medical Center,2.5,OR,97045
3542,9800 SE Sunnyside Road,Clackamas,Kaiser Permanente Mt. Scott Medical Office,2.5,OR,97015
3543,4160 NE Sandy Blvd,Portland,Portland Urgent Care,4.0,OR,97212
3544,902 SE 164th Ave,Vancouver,ZOOM+Care - Mill Plain,4.5,WA,98683
3545,12710 SE Division St,Portland,Multnomah County Health Department,4.0,OR,97236
3546,8935 SE Powell Blvd,Portland,Rosewood Family Health Center,2.5,OR,97266
3547,1700 NE 102nd Ave,Portland,Kaiser Permanente Gateway Medical Office,2.5,OR,97220
3548,10201 SE Main Street,Portland,Adventist Health Medical Group Portland Lung Clinic,4.0,OR,97216
3549,3231 SE 50th,Portland,Planned Parenthood - SE Portland Center,3.0,OR,97206
3550,7033 NE Sandy Blvd,Portland,AFC Urgent Care,3.0,OR,97213
3551,5847 NE 122nd Ave,Portland,The Portland Clinic - Columbia,3.0,OR,97220
3552,819 NE 47th Avenue,Portland,Providence Cancer Center,4.0,OR,97213
3553,305 SE Chkalov Dr,Vancouver,Legacy-GoHealth Urgent Care - Cascade Park,4.5,WA,98683
3554,12029 NE Glenn Widing Dr,Portland,Apria Healthcare,1.5,OR,97220
3555,203 SE Park Plaza Dr Suite 140,Vancouver,Kaiser Permanente Mill Plain One Medical Office,5.0,WA,98684
3556,7410 Delaware Ln,Vancouver,Sea-Mar Community Health Center,2.0,WA,98664
3557,5050 NE Hoyt St,Portland,Providence Medical Group-Cascade,1.5,OR,97213
3558,4610 NE 77th Ave,Vancouver,Passport Health,2.5,WA,98662
3559,9430 NE Vancouver Mall Dr,Vancouver,Man Alive,5.0,WA,98662
3560,336 W Black Butte Blvd,Redmond,The Ross Clinic,5.0,OR,97756
3561,1501 NE Medical Center Dr,Bend,Bend Memorial Clinic,3.5,OR,97701
3562,1253 NW Canal Blvd,Redmond,St Charles Medical Center-Redmond,5.0,OR,97756
3563,1302 NE 3rd St,Bend,Mountain Medical Immediate Care,4.5,OR,97701
3564,865 SW Veterans Way,Redmond,Bend Memorial Clinic,1.0,OR,97756
3565,767 NW Canal Blvd,Redmond,Cascade Health Care,0.0,OR,97756
3566,236 NW Kingwood Ave,Redmond,Advanced Specialty Care,0.0,OR,97756
3567,1655 Sw Highland Ave,Redmond,Burgess Health Care Clinic,0.0,OR,97756
3568,2088 NE Kim Ln,Bend,St Charles Medical Center - Bend,5.0,OR,97701
3569,1501 NE Medical Ctr Dr,Bend,Bend Memorial Clinic,2.5,OR,97701
3570,2084 NE Professional Ct.,Bend,Mosaic Medical,2.5,OR,97701
3571,61535 S Hwy 97,Bend,Coffman Vision Clinic,5.0,OR,97702
3572,464 NE Norton Ave,Bend,Center For Integrative Medicine,5.0,OR,97701
3573,61140 Billadeau Rd,Bend,Grace Bio-Labs,0.0,OR,97702
3574,336 W Black Butte Blvd,Redmond,The Ross Clinic,5.0,OR,97756
3575,1501 NE Medical Center Dr,Bend,Bend Memorial Clinic,3.5,OR,97701
3576,1253 NW Canal Blvd,Redmond,St Charles Medical Center-Redmond,5.0,OR,97756
3577,1302 NE 3rd St,Bend,Mountain Medical Immediate Care,4.5,OR,97701
3578,865 SW Veterans Way,Redmond,Bend Memorial Clinic,1.0,OR,97756
3579,2088 NE Kim Ln,Bend,St Charles Medical Center - Bend,5.0,OR,97701
3580,1501 NE Medical Ctr Dr,Bend,Bend Memorial Clinic,2.5,OR,97701
3581,2084 NE Professional Ct.,Bend,Mosaic Medical,2.5,OR,97701
3582,61535 S Hwy 97,Bend,Coffman Vision Clinic,5.0,OR,97702
3583,464 NE Norton Ave,Bend,Center For Integrative Medicine,5.0,OR,97701
3584,36860 Industrial Way,Sandy,Legacy Medical Group-Firwood,2.0,OR,97055
3585,2850 SE Powell Valley Rd,Gresham,Legacy-GoHealth Urgent Care - Gresham,2.5,OR,97045
3586,440 NW Division St,Gresham,Providence Medical Group,4.0,OR,97030
3587,2075 NE Division St,Gresham,Rose City Urgent Care and Family Practice,1.5,OR,97030
3588,1700 SE 257 Ave,Vancouver,Adventist Health Adventist Medical Center,0.0,WA,98683
3589,24076 SE Stark,Gresham,Center For Men's & Women's Urology,1.0,OR,97030
3590,9290 SE Sunnybrook Blvd,Clackamas,Providence Clackamas Medical Plaza,4.5,OR,97015
3591,1500 Division St,Oregon City,Providence Williamette Falls Medical Center,2.5,OR,97045
3592,9800 SE Sunnyside Road,Clackamas,Kaiser Permanente Mt. Scott Medical Office,2.5,OR,97015
3593,4160 NE Sandy Blvd,Portland,Portland Urgent Care,4.0,OR,97212
3594,902 SE 164th Ave,Vancouver,ZOOM+Care - Mill Plain,4.5,WA,98683
3595,12710 SE Division St,Portland,Multnomah County Health Department,4.0,OR,97236
3596,8935 SE Powell Blvd,Portland,Rosewood Family Health Center,2.5,OR,97266
3597,1700 NE 102nd Ave,Portland,Kaiser Permanente Gateway Medical Office,2.5,OR,97220
3598,10201 SE Main Street,Portland,Adventist Health Medical Group Portland Lung Clinic,4.0,OR,97216
3599,3231 SE 50th,Portland,Planned Parenthood - SE Portland Center,3.0,OR,97206
3600,7033 NE Sandy Blvd,Portland,AFC Urgent Care,3.0,OR,97213
3601,5847 NE 122nd Ave,Portland,The Portland Clinic - Columbia,3.0,OR,97220
3602,819 NE 47th Avenue,Portland,Providence Cancer Center,4.0,OR,97213
3603,305 SE Chkalov Dr,Vancouver,Legacy-GoHealth Urgent Care - Cascade Park,4.5,WA,98683
3604,12029 NE Glenn Widing Dr,Portland,Apria Healthcare,1.5,OR,97220
3605,203 SE Park Plaza Dr Suite 140,Vancouver,Kaiser Permanente Mill Plain One Medical Office,5.0,WA,98684
3606,7410 Delaware Ln,Vancouver,Sea-Mar Community Health Center,2.0,WA,98664
3607,5050 NE Hoyt St,Portland,Providence Medical Group-Cascade,1.5,OR,97213
3608,4610 NE 77th Ave,Vancouver,Passport Health,2.5,WA,98662
3609,9430 NE Vancouver Mall Dr,Vancouver,Man Alive,5.0,WA,98662
3610,336 W Black Butte Blvd,Redmond,The Ross Clinic,5.0,OR,97756
3611,1501 NE Medical Center Dr,Bend,Bend Memorial Clinic,3.5,OR,97701
3612,1253 NW Canal Blvd,Redmond,St Charles Medical Center-Redmond,5.0,OR,97756
3613,1302 NE 3rd St,Bend,Mountain Medical Immediate Care,4.5,OR,97701
3614,865 SW Veterans Way,Redmond,Bend Memorial Clinic,1.0,OR,97756
3615,2088 NE Kim Ln,Bend,St Charles Medical Center - Bend,5.0,OR,97701
3616,1501 NE Medical Ctr Dr,Bend,Bend Memorial Clinic,2.5,OR,97701
3617,2084 NE Professional Ct.,Bend,Mosaic Medical,2.5,OR,97701
3618,61535 S Hwy 97,Bend,Coffman Vision Clinic,5.0,OR,97702
3619,464 NE Norton Ave,Bend,Center For Integrative Medicine,5.0,OR,97701
3620,36860 Industrial Way,Sandy,Legacy Medical Group-Firwood,2.0,OR,97055
3621,2850 SE Powell Valley Rd,Gresham,Legacy-GoHealth Urgent Care - Gresham,2.5,OR,97045
3622,440 NW Division St,Gresham,Providence Medical Group,4.0,OR,97030
3623,2075 NE Division St,Gresham,Rose City Urgent Care and Family Practice,1.5,OR,97030
3624,831 NW Council Dr,Gresham,Columbia Pain and Spine Institute,3.0,OR,97030
3625,24076 SE Stark,Gresham,Center For Men's & Women's Urology,1.0,OR,97030
3626,10180 SE Sunnyside Rd,Clackamas,Kaiser Permanente Brookside Center,2.5,OR,97015
3627,1111 NE 99th Ave,Portland,The Oregon Clinic,3.5,OR,97220
3628,1900 SE McLoughlin Blvd,Oregon City,Legacy-GoHealth Urgent Care - Oregon City,4.0,OR,97045
3629,9290 SE Sunnybrook Blvd,Clackamas,Providence Clackamas Medical Plaza,4.5,OR,97015
3630,124 NE 181st Ave,Portland,The Wallace Medical Concern,1.5,OR,97230
3631,13518 SE 97th Ave,Clackamas,Northwest Sleep Health,4.0,OR,97015
3632,1500 Division St,Oregon City,Providence Williamette Falls Medical Center,2.5,OR,97045
3633,2020 SE 182nd Ave,Gresham,Rockwood Community Health Center,1.0,OR,97233
3634,12100 SE Stevens Ct,Clackamas,Kaiser Permanente Clackamas Eye Care,3.5,OR,97086
3635,9800 SE Sunnyside Road,Clackamas,Kaiser Permanente Mt. Scott Medical Office,2.5,OR,97015
3636,4160 NE Sandy Blvd,Portland,Portland Urgent Care,4.0,OR,97212
3637,902 SE 164th Ave,Vancouver,ZOOM+Care - Mill Plain,4.5,WA,98683
3638,1508 Division St,Oregon City,Northwest Primary Care - Oregon City,5.0,OR,97045
3639,10100 SE Sunnyside Road,Clackamas,Kaiser Permanente Mt. Talbert Medical Office,2.0,OR,97015
3640,12710 SE Division St,Portland,Multnomah County Health Department,4.0,OR,97236
3641,4805 NE Glisan St,Portland,Providence Portland Medical Center,4.0,OR,97213
3642,8935 SE Powell Blvd,Portland,Rosewood Family Health Center,2.5,OR,97266
3643,3325 SE Hawthorne Blvd,Portland,ZOOM+Care - Hawthorne District,4.0,OR,97214
3644,1700 NE 102nd Ave,Portland,Kaiser Permanente Gateway Medical Office,2.5,OR,97220
3645,10201 SE Main Street,Portland,Adventist Health Medical Group Portland Lung Clinic,4.0,OR,97216
3646,3231 SE 50th,Portland,Planned Parenthood - SE Portland Center,3.0,OR,97206
3647,7033 NE Sandy Blvd,Portland,AFC Urgent Care,3.0,OR,97213
3648,5847 NE 122nd Ave,Portland,The Portland Clinic - Columbia,3.0,OR,97220
3649,5050 NE Hoyt St,Portland,The Oregon Clinic,3.0,OR,97213
3650,1111 NE 99th Ave,Portland,Providence Heart Clinic at The Oregon,5.0,OR,97220
3651,819 NE 47th Avenue,Portland,Providence Cancer Center,4.0,OR,97213
3652,305 SE Chkalov Dr,Vancouver,Legacy-GoHealth Urgent Care - Cascade Park,4.5,WA,98683
3653,12029 NE Glenn Widing Dr,Portland,Apria Healthcare,1.5,OR,97220
3654,203 SE Park Plaza Dr Suite 140,Vancouver,Kaiser Permanente Mill Plain One Medical Office,5.0,WA,98684
3655,7410 Delaware Ln,Vancouver,Sea-Mar Community Health Center,2.0,WA,98664
3656,5050 NE Hoyt St,Portland,Providence Medical Group-Cascade,1.5,OR,97213
3657,2722 NE 33rd Ave,Portland,Northwest Surrogacy Center,1.0,OR,97212
3658,11803 SE Mill Plain Blvd,Vancouver,CSL Plasma,1.0,WA,98684
3659,4610 NE 77th Ave,Vancouver,Passport Health,2.5,WA,98662
3660,9430 NE Vancouver Mall Dr,Vancouver,Man Alive,5.0,WA,98662
3661,36860 Industrial Way,Sandy,Legacy Medical Group-Firwood,2.0,OR,97055
3662,2850 SE Powell Valley Rd,Gresham,Legacy-GoHealth Urgent Care - Gresham,2.5,OR,97045
3663,440 NW Division St,Gresham,Providence Medical Group,4.0,OR,97030
3664,2075 NE Division St,Gresham,Rose City Urgent Care and Family Practice,1.5,OR,97030
3665,831 NW Council Dr,Gresham,Columbia Pain and Spine Institute,3.0,OR,97030
3666,24076 SE Stark,Gresham,Center For Men's & Women's Urology,1.0,OR,97030
3667,10180 SE Sunnyside Rd,Clackamas,Kaiser Permanente Brookside Center,2.5,OR,97015
3668,1111 NE 99th Ave,Portland,The Oregon Clinic,3.5,OR,97220
3669,1900 SE McLoughlin Blvd,Oregon City,Legacy-GoHealth Urgent Care - Oregon City,4.0,OR,97045
3670,9290 SE Sunnybrook Blvd,Clackamas,Providence Clackamas Medical Plaza,4.5,OR,97015
3671,124 NE 181st Ave,Portland,The Wallace Medical Concern,1.5,OR,97230
3672,13518 SE 97th Ave,Clackamas,Northwest Sleep Health,4.0,OR,97015
3673,1500 Division St,Oregon City,Providence Williamette Falls Medical Center,2.5,OR,97045
3674,2020 SE 182nd Ave,Gresham,Rockwood Community Health Center,1.0,OR,97233
3675,12100 SE Stevens Ct,Clackamas,Kaiser Permanente Clackamas Eye Care,3.5,OR,97086
3676,9800 SE Sunnyside Road,Clackamas,Kaiser Permanente Mt. Scott Medical Office,2.5,OR,97015
3677,4160 NE Sandy Blvd,Portland,Portland Urgent Care,4.0,OR,97212
3678,902 SE 164th Ave,Vancouver,ZOOM+Care - Mill Plain,4.5,WA,98683
3679,1508 Division St,Oregon City,Northwest Primary Care - Oregon City,5.0,OR,97045
3680,10100 SE Sunnyside Road,Clackamas,Kaiser Permanente Mt. Talbert Medical Office,2.0,OR,97015
3681,12710 SE Division St,Portland,Multnomah County Health Department,4.0,OR,97236
3682,4805 NE Glisan St,Portland,Providence Portland Medical Center,4.0,OR,97213
3683,8935 SE Powell Blvd,Portland,Rosewood Family Health Center,2.5,OR,97266
3684,3325 SE Hawthorne Blvd,Portland,ZOOM+Care - Hawthorne District,4.0,OR,97214
3685,1700 NE 102nd Ave,Portland,Kaiser Permanente Gateway Medical Office,2.5,OR,97220
3686,10201 SE Main Street,Portland,Adventist Health Medical Group Portland Lung Clinic,4.0,OR,97216
3687,3231 SE 50th,Portland,Planned Parenthood - SE Portland Center,3.0,OR,97206
3688,7033 NE Sandy Blvd,Portland,AFC Urgent Care,3.0,OR,97213
3689,5847 NE 122nd Ave,Portland,The Portland Clinic - Columbia,3.0,OR,97220
3690,5050 NE Hoyt St,Portland,The Oregon Clinic,3.0,OR,97213
3691,1111 NE 99th Ave,Portland,Providence Heart Clinic at The Oregon,5.0,OR,97220
3692,819 NE 47th Avenue,Portland,Providence Cancer Center,4.0,OR,97213
3693,305 SE Chkalov Dr,Vancouver,Legacy-GoHealth Urgent Care - Cascade Park,4.5,WA,98683
3694,12029 NE Glenn Widing Dr,Portland,Apria Healthcare,1.5,OR,97220
3695,203 SE Park Plaza Dr Suite 140,Vancouver,Kaiser Permanente Mill Plain One Medical Office,5.0,WA,98684
3696,7410 Delaware Ln,Vancouver,Sea-Mar Community Health Center,2.0,WA,98664
3697,5050 NE Hoyt St,Portland,Providence Medical Group-Cascade,1.5,OR,97213
3698,2722 NE 33rd Ave,Portland,Northwest Surrogacy Center,1.0,OR,97212
3699,11803 SE Mill Plain Blvd,Vancouver,CSL Plasma,1.0,WA,98684
3700,4610 NE 77th Ave,Vancouver,Passport Health,2.5,WA,98662
3701,9430 NE Vancouver Mall Dr,Vancouver,Man Alive,5.0,WA,98662
3702,356 7th St,San Francisco,San Francisco City Clinic,4.5,CA,94103
3703,1833 Fillmore St,San Francisco,Women's Community Clinic,4.5,CA,94115
3704,2395 Lombard St,San Francisco,Golden Gate Urgent Care,4.0,CA,94123
3705,1734 Mission St,San Francisco,Rock Medicine,5.0,CA,94117
3706,45 Castro St,San Francisco,Davies Medical Center,3.5,CA,94114
3707,1748 Market St,San Francisco,Lyon Martin Health Services,4.0,CA,94102
3708,2134 Van Ness St,san francisco,Magnolia Wellness Center,5.0,CA,94109
3709,3700 California St,San Francisco,California Pacific Medical Center,4.0,CA,94118
3710,1930 Market St,San Francisco,UCSF Alliance Health Project,4.0,CA,94102
3711,1222 Sutter St,San Francisco,CannaMed Care Center,4.5,CA,94109
3712,1600 Divisadero St,San Francisco,UCSF Medical Center at Mount Zion,3.0,CA,94115
3713,870 Market St,San Francisco,Optimus Medical Group,4.5,CA,94102
3714,101 Grove St,San Francisco,AITC Immunization & Travel Clinic,4.5,CA,94102
3715,4900 California St,San Francisco,San Francisco Free Clinic,4.0,CA,94118
3716,Davies Campus,San Francisco,CPMC Laboratory,4.0,CA,94114
3717,450 Stanyan St,San Francisco,St. Mary's Medical Center,3.0,CA,94117
3718,1372 Mission St,San Francisco,St. James Infirmary,5.0,CA,94103
3719,University Of California,San Francisco,UCSF Medical Center,3.0,CA,94143
3720,505 Parnassus Ave,San Francisco,UCSF Birthing Center,4.0,CA,94143
3721,625 Potrero Ave,San Francisco,New Generation Health Center,4.0,CA,94110
3722,730 Polk St,San Francisco,Asian & Pacific Islander Wellness Center,5.0,CA,94109
3723,229 7th St,San Francisco,South of Market Health Center,3.0,CA,94103
3724,Davies Campus,San Francisco,CPMC Occupational and Hand Therapy,4.0,CA,94114
3725,909 Hyde St,San Francisco,"Randall B Weil, MD, FACS",4.5,CA,94109
3726,50 Lech Walesa St,San Francisco,Tom Waddell Health Center,3.0,CA,94102
3727,1388 Sutter St,San Francisco,Prevent Blindness Northern California,4.5,CA,94109
3728,3850 17th St,San Francisco,Castro Mission Health Center,2.5,CA,94114
3729,1600 Divisadero St,San Francisco,UCSF Helen Diller Family Comprehensive Cancer Center,3.5,CA,94115
3730,1700 Montgomery St,San Francisco,LightHearted Medicine,5.0,CA,94111
3731,490 Post St,San Francisco,Traveler Medical Group,3.0,CA,94102
3732,,San Francisco,"Sue Kim, MD",4.0,CA,94104
3733,1650 Valencia St,San Francisco,Planned Parenthood - San Francisco Health Center,3.5,CA,94110
3734,148 Noe St,San Francisco,Lab Corp,2.5,CA,94114
3735,45 Castro St,San Francisco,California Pacific Medical Center Davies Campus,3.0,CA,94114
3736,1600 Owens St,San Francisco,Kaiser Permanente San Francisco Mission Bay Medical Offices,2.5,CA,94158
3737,2330 Post St,San Francisco,UCSF Sleep Disorders Center At Mount Zion,4.0,CA,94115
3738,1520 Stockton St,San Francisco,North East Medical Services,2.5,CA,94133
3739,3000 California St,San Francisco,Pacific Heights Surgery Center,4.0,CA,94115
3740,2425 Geary Blvd,San Francisco,Kaiser Permanente San Francisco Medical Center and Offices,3.0,CA,94115
3741,3370 Geary Blvd,San Francisco,Golden Gate Endoscopy Center,3.5,CA,94118
3742,One Daniel Burnham Ct,San Francisco,"Melinda Scully, MD",5.0,CA,94109
3743,100 Montgomery St,San Francisco,Ageless Men's Health,5.0,CA,94104
3744,2233 Post St,San Francisco,LabCorp,3.0,CA,94115
3745,240 Shotwell St,San Francisco,Mission Neighborhood Health Center,2.5,CA,94110
3746,1500 Owens St,San Francisco,UCSF Orthopaedic Institute,3.0,CA,94158
3747,1 Daniel Burnham Ct,San Francisco,UCSF Medical Center,4.5,CA,94109
3748,3468 California St,San Francisco,San Francisco Endoscopy Center,4.5,CA,94118
3749,2356 Sutter St,San Francisco,UCSF Center For Reproductive Health,3.5,CA,94115
3750,160 Capp St,San Francisco,Native American Health Center,3.5,CA,94110
3751,1635 Divisadero Street,San Francisco,Presidio Surgery Center,4.0,CA,94115
3752,336 W Black Butte Blvd,Redmond,The Ross Clinic,5.0,OR,97756
3753,1501 NE Medical Center Dr,Bend,Bend Memorial Clinic,3.5,OR,97701
3754,1253 NW Canal Blvd,Redmond,St Charles Medical Center-Redmond,5.0,OR,97756
3755,1302 NE 3rd St,Bend,Mountain Medical Immediate Care,4.5,OR,97701
3756,865 SW Veterans Way,Redmond,Bend Memorial Clinic,1.0,OR,97756
3757,2088 NE Kim Ln,Bend,St Charles Medical Center - Bend,5.0,OR,97701
3758,1501 NE Medical Ctr Dr,Bend,Bend Memorial Clinic,2.5,OR,97701
3759,2084 NE Professional Ct.,Bend,Mosaic Medical,2.5,OR,97701
3760,61535 S Hwy 97,Bend,Coffman Vision Clinic,5.0,OR,97702
3761,464 NE Norton Ave,Bend,Center For Integrative Medicine,5.0,OR,97701
3762,336 W Black Butte Blvd,Redmond,The Ross Clinic,5.0,OR,97756
3763,1501 NE Medical Center Dr,Bend,Bend Memorial Clinic,3.5,OR,97701
3764,1253 NW Canal Blvd,Redmond,St Charles Medical Center-Redmond,5.0,OR,97756
3765,1302 NE 3rd St,Bend,Mountain Medical Immediate Care,4.5,OR,97701
3766,865 SW Veterans Way,Redmond,Bend Memorial Clinic,1.0,OR,97756
3767,767 NW Canal Blvd,Redmond,Cascade Health Care,0.0,OR,97756
3768,236 NW Kingwood Ave,Redmond,Advanced Specialty Care,0.0,OR,97756
3769,1655 Sw Highland Ave,Redmond,Burgess Health Care Clinic,0.0,OR,97756
3770,2088 NE Kim Ln,Bend,St Charles Medical Center - Bend,5.0,OR,97701
3771,1501 NE Medical Ctr Dr,Bend,Bend Memorial Clinic,2.5,OR,97701
3772,2084 NE Professional Ct.,Bend,Mosaic Medical,2.5,OR,97701
3773,61535 S Hwy 97,Bend,Coffman Vision Clinic,5.0,OR,97702
3774,464 NE Norton Ave,Bend,Center For Integrative Medicine,5.0,OR,97701
3775,61140 Billadeau Rd,Bend,Grace Bio-Labs,0.0,OR,97702
3776,1125 10th St,Sacramento,Planned Parenthood - Capitol Plaza Health Center,3.0,CA,95814
3777,1500 21st St,Sacramento,Cares Community Health,3.5,CA,95811
3778,1820 J St,Sacramento,Wellspace Health,1.5,CA,95811
3779,1700 K St,Sacramento,Department of Health Care Services,1.0,CA,95811
3780,333 J St,Sacramento,Wong Center Walk-In Clinic,3.0,CA,95814
3781,2007 O St,Sacramento,American Heart Association,5.0,CA,95811
3782,2801 K St,Sacramento,Fort Sutter Surgery Center,3.5,CA,95816
3783,2600 L St,Sacramento,Midtown Oaks Post-Acute,3.0,CA,95816
3784,Sutter Medical Center Sacramento,Sacramento,Anderson Lucchetti Women's & Children's Center,5.0,CA,95816
3785,2801 K St,Sacramento,RAS Fort  Sutter Diagnostic Imaging,5.0,CA,95816
3786,1675 Alhambra Blvd,Sacramento,U.S. HealthWorks Medical Group,1.5,CA,95816
3787,1792 Tribute Rd,Sacramento,Sacramento Maternal Fetal Medicine,2.5,CA,95815
3788,1111 Exposition Blvd,Sacramento,Sacramento Spine Treatment Center,2.5,CA,95815
3789,1450 Expo Pkwy,Sacramento,Apria Healthcare,1.5,CA,95815
3790,123 Commerce Cir,Sacramento,Broadway Medical Service & Supply,3.0,CA,95815
3791,201 29th St,Sacramento,Planned Parenthood - B Street Health Center,2.5,CA,95816
3792,3301 C St,Sacramento,UC Davis Sports Medicine,5.0,CA,95816
3793,6600 Bruceville Road,Sacramento,Kaiser Permanente South Sacramento Medical Center,3.5,CA,95823
3794,7275 E Southgate Dr,Sacramento,No Drugs,5.0,CA,95823
3795,6600 Bruceville Rd,Sacramento,Kaiser Dan B Moore,3.5,CA,95823
3796,5524 Assembly Ct,Sacramento,Sacramento Community Clinic,1.0,CA,95823
3797,7215 55th St,Sacramento,Molina Medical Clinic,1.0,CA,95823
3798,7551 Timberlake Way,Sacramento,Hanger Clinic,2.0,CA,95823
3799,6666 Fruitridge Rd,Sacramento,THC,5.0,CA,95820
3800,9201 Big Horn Blvd,Elk Grove,Kaiser Permanente Elk Grove Medical Offices,3.0,CA,95758
3801,2425 Stockton Blvd,Sacramento,Shriners Hospitals for Children - Northern California,4.5,CA,95817
3802,8170 Laguna Blvd,Elk Grove,Sutter Medical Group,3.0,CA,95758
3803,7248 S Land Park Dr,Sacramento,Quest Diagnostics,1.5,CA,95831
3804,5385 Franklin Blvd,Sacramento,Planned Parenthood - Fruitridge Health Center,2.5,CA,95820
3805,4501 X St,Sacramento,Cancer Center Uc Davis Medical Group,4.0,CA,95817
3806,3535 65th St,Sacramento,WellSpace Health Hiram Johnson Richard Ikeda Health Center,4.0,CA,95820
3807,6341 Folsom Blvd,Sacramento,Paul Hom Asian Clinic,4.0,CA,95819
3808,2330 1/2 Stockton Blvd,Sacramento,UC Davis Health System - Volunteer Services,2.0,CA,95817
3809,7311 Greenhaven Dr,Sacramento,River City Medical Group,1.0,CA,95831
3810,2425 Alhambra Blvd,Sacramento,WellSpace Health Alhambra Community Health Center,2.0,CA,95817
3811,490 Post St,San Francisco,Helix Mobile Wellness And Research,5.0,CA,94102
3812,6600 Bruceville Road,Sacramento,Kaiser Permanente South Sacramento Medical Center,3.5,CA,95823
3813,7275 E Southgate Dr,Sacramento,No Drugs,5.0,CA,95823
3814,6600 Bruceville Rd,Sacramento,Kaiser Dan B Moore,3.5,CA,95823
3815,5524 Assembly Ct,Sacramento,Sacramento Community Clinic,1.0,CA,95823
3816,7215 55th St,Sacramento,Molina Medical Clinic,1.0,CA,95823
3817,7551 Timberlake Way,Sacramento,Hanger Clinic,2.0,CA,95823
3818,6666 Fruitridge Rd,Sacramento,THC,5.0,CA,95820
3819,9201 Big Horn Blvd,Elk Grove,Kaiser Permanente Elk Grove Medical Offices,3.0,CA,95758
3820,2425 Stockton Blvd,Sacramento,Shriners Hospitals for Children - Northern California,4.5,CA,95817
3821,8170 Laguna Blvd,Elk Grove,Sutter Medical Group,3.0,CA,95758
3822,7248 S Land Park Dr,Sacramento,Quest Diagnostics,1.5,CA,95831
3823,5385 Franklin Blvd,Sacramento,Planned Parenthood - Fruitridge Health Center,2.5,CA,95820
3824,4501 X St,Sacramento,Cancer Center Uc Davis Medical Group,4.0,CA,95817
3825,3535 65th St,Sacramento,WellSpace Health Hiram Johnson Richard Ikeda Health Center,4.0,CA,95820
3826,6341 Folsom Blvd,Sacramento,Paul Hom Asian Clinic,4.0,CA,95819
3827,2330 1/2 Stockton Blvd,Sacramento,UC Davis Health System - Volunteer Services,2.0,CA,95817
3828,7311 Greenhaven Dr,Sacramento,River City Medical Group,1.0,CA,95831
3829,2425 Alhambra Blvd,Sacramento,WellSpace Health Alhambra Community Health Center,2.0,CA,95817
3830,490 Post St,San Francisco,Helix Mobile Wellness And Research,5.0,CA,94102
3831,1792 Tribute Rd,Sacramento,Sacramento Maternal Fetal Medicine,2.5,CA,95815
3832,1111 Exposition Blvd,Sacramento,Sacramento Spine Treatment Center,2.5,CA,95815
3833,1450 Expo Pkwy,Sacramento,Apria Healthcare,1.5,CA,95815
3834,123 Commerce Cir,Sacramento,Broadway Medical Service & Supply,3.0,CA,95815
3835,201 29th St,Sacramento,Planned Parenthood - B Street Health Center,2.5,CA,95816
3836,3301 C St,Sacramento,UC Davis Sports Medicine,5.0,CA,95816
3837,1125 10th St,Sacramento,Planned Parenthood - Capitol Plaza Health Center,3.0,CA,95814
3838,1500 21st St,Sacramento,Cares Community Health,3.5,CA,95811
3839,1820 J St,Sacramento,Wellspace Health,1.5,CA,95811
3840,1700 K St,Sacramento,Department of Health Care Services,1.0,CA,95811
3841,333 J St,Sacramento,Wong Center Walk-In Clinic,3.0,CA,95814
3842,2007 O St,Sacramento,American Heart Association,5.0,CA,95811
3843,2801 K St,Sacramento,Fort Sutter Surgery Center,3.5,CA,95816
3844,2600 L St,Sacramento,Midtown Oaks Post-Acute,3.0,CA,95816
3845,Sutter Medical Center Sacramento,Sacramento,Anderson Lucchetti Women's & Children's Center,5.0,CA,95816
3846,2801 K St,Sacramento,RAS Fort  Sutter Diagnostic Imaging,5.0,CA,95816
3847,1675 Alhambra Blvd,Sacramento,U.S. HealthWorks Medical Group,1.5,CA,95816
3848,1125 10th St,Sacramento,Planned Parenthood - Capitol Plaza Health Center,3.0,CA,95814
3849,1500 21st St,Sacramento,Cares Community Health,3.5,CA,95811
3850,1820 J St,Sacramento,Wellspace Health,1.5,CA,95811
